wl(um),n
0.177137,0.728316666451
0.177546,0.731702287417
0.177955,0.735130987951
0.178365,0.738595600658
0.178776,0.742088600113
0.179188,0.745602213892
0.179601,0.749128823609
0.180015,0.752662619489
0.18043,0.756203884246
0.180846,0.759767629263
0.181263,0.763395885701
0.181681,0.76716806248
0.1821,0.771197421225
0.18252,0.775604020688
0.182941,0.780467546506
0.183362,0.785783250746
0.183785,0.791451850892
0.184209,0.797314221899
0.184633,0.803211794591
0.185059,0.809036803908
0.185485,0.814748177961
0.185913,0.820355773721
0.186342,0.825892396439
0.186771,0.831391530849
0.187202,0.83687743677
0.187633,0.84236430899
0.188066,0.847859497953
0.188499,0.853366643679
0.188934,0.858887616479
0.189369,0.864423580476
0.189806,0.869975375847
0.190244,0.875543785837
0.190682,0.881129466661
0.191122,0.886733154124
0.191562,0.892355543947
0.192004,0.897997316201
0.192446,0.90365921462
0.19289,0.90934190008
0.193335,0.915046107745
0.19378,0.92077257071
0.194227,0.926522051788
0.194675,0.932295249895
0.195124,0.938092857566
0.195573,0.94391566429
0.196024,0.949764391039
0.196476,0.955639757802
0.196929,0.961542444814
0.197383,0.967473210159
0.197838,0.973432704674
0.198294,0.979421635057
0.198751,0.985440672505
0.199209,0.991490488261
0.199669,0.997571741986
0.200129,1.00368502733
0.20059,1.0098310071
0.201053,1.01601029699
0.201516,1.02222348868
0.201981,1.02847115336
0.202446,1.03475390224
0.202913,1.04107227417
0.203381,1.0474268318
0.20385,1.0538181371
0.20432,1.06024672006
0.204791,1.06671311584
0.205263,1.07321779683
0.205736,1.07976136842
0.20621,1.08634428278
0.206685,1.09296707002
0.207162,1.0996301903
0.207639,1.1063341875
0.208118,1.11307955305
0.208598,1.11986673698
0.209079,1.12669623843
0.209561,1.13356848576
0.210044,1.1404839171
0.210528,1.14744299471
0.211013,1.15444608599
0.2115,1.16149352432
0.211987,1.16858577564
0.212476,1.17572317361
0.212966,1.18290616902
0.213457,1.19013527957
0.213949,1.19741128229
0.214442,1.20473528265
0.214936,1.21210903101
0.215432,1.21953511096
0.215928,1.22701758797
0.216426,1.2345625501
0.216925,1.24217880654
